Period,Number,Big/Small,Color,Premium
20250621100011245,8,Big,red,61448
20250621100011246,3,Small,green,99323
20250621100011247,8,Big,red,35668
20250621100011248,0,Small,"red,violet",54720
20250621100011249,0,Small,"red,violet",53020
20250621100011250,9,Big,green,56039
20250621100011251,1,Small,green,73231
20250621100011252,7,Big,green,32717
20250621100011253,4,Small,red,25994
20250621100011254,6,Big,red,48066
20250621100011255,4,Small,red,50524
20250621100011256,1,Small,green,37551
20250621100011257,7,Big,green,84857
20250621100011258,1,Small,green,16991
20250621100011259,0,Small,"red,violet",45110
20250621100011260,7,Big,green,51487
20250621100011261,8,Big,red,5028
20250621100011262,5,Big,"green,violet",23445
20250621100011263,0,Small,"red,violet",74790
20250621100011264,9,Big,green,98609
20250621100011265,0,Small,"red,violet",42940
20250621100011266,7,Big,green,52827
20250621100011267,5,Big,"green,violet",73075
20250621100011268,7,Big,green,55097
20250621100011269,0,Small,"red,violet",63020
20250621100011270,8,Big,red,30188
20250621100011271,6,Big,red,2436
20250621100011272,2,Small,red,64972
20250621100011273,6,Big,red,58916
20250621100011274,8,Big,red,84978
20250621100011275,9,Big,green,5509
20250621100011276,6,Big,red,88316
20250621100011277,9,Big,green,70819
20250621100011278,6,Big,red,82426
20250621100011279,1,Small,green,17181
20250621100011280,2,Small,red,21062
20250621100011281,3,Small,green,73913
20250621100011282,0,Small,"red,violet",61550
20250621100011283,4,Small,red,66464
20250621100011284,4,Small,red,2334
20250621100011285,1,Small,green,36691
20250621100011286,5,Big,"green,violet",16545
20250621100011287,1,Small,green,67001
20250621100011288,6,Big,red,54676
20250621100011289,5,Big,"green,violet",44995
20250621100011290,6,Big,red,35496
20250621100011291,7,Big,green,15997
20250621100011292,6,Big,red,20566
20250621100011293,7,Big,green,30247
20250621100011294,0,Small,"red,violet",75660
20250621100011295,3,Small,green,47513
20250621100011296,3,Small,green,2103
20250621100011297,2,Small,red,88822
20250621100011298,5,Big,"green,violet",46745
20250621100011299,8,Big,red,11358
20250621100011300,5,Big,"green,violet",6805
20250621100011301,0,Small,"red,violet",8700
20250621100011302,6,Big,red,47816
20250621100011303,1,Small,green,91351
20250621100011304,9,Big,green,83259
20250621100011305,1,Small,green,40231
20250621100011306,3,Small,green,37673
20250621100011307,5,Big,"green,violet",19985
20250621100011308,7,Big,green,16767
20250621100011309,3,Small,green,22833
20250621100011310,6,Big,red,82096
20250621100011311,7,Big,green,34307
20250621100011312,5,Big,"green,violet",88435
20250621100011313,0,Small,"red,violet",23230
20250621100011314,6,Big,red,50256
20250621100011315,5,Big,"green,violet",62325
20250621100011316,3,Small,green,35513
20250621100011317,1,Small,green,43011
20250621100011318,2,Small,red,51992
20250621100011319,4,Small,red,80374
20250621100011320,0,Small,"red,violet",20520
20250621100011321,1,Small,green,22651
20250621100011322,6,Big,red,35786
20250621100011323,2,Small,red,34712
20250621100011324,3,Small,green,64483
20250621100011325,8,Big,red,69668
20250621100011326,9,Big,green,11929
20250621100011327,7,Big,green,18547
20250621100011328,1,Small,green,18021
20250621100011329,5,Big,"green,violet",30055
20250621100011330,7,Big,green,80637
20250621100011331,0,Small,"red,violet",77630
20250621100011332,8,Big,red,848
20250621100011333,2,Small,red,57522
20250621100011334,5,Big,"green,violet",67265
20250621100011335,2,Small,red,59042
20250621100011336,6,Big,red,64156
20250621100011337,6,Big,red,79076
20250621100011338,0,Small,"red,violet",78210
20250621100011339,5,Big,"green,violet",96255
20250621100011340,8,Big,red,19318
20250621100011341,7,Big,green,2177
20250621100011342,5,Big,"green,violet",28045
20250621100011343,0,Small,"red,violet",37740
20250621100011344,3,Small,green,88723
20250621100011345,9,Big,green,6569
20250621100011346,4,Small,red,45234
20250621100011347,0,Small,"red,violet",22360
20250621100011348,6,Big,red,71916
20250621100011349,2,Small,red,14602
20250621100011350,4,Small,red,13384
20250621100011351,9,Big,green,20209
20250621100011352,7,Big,green,66987
20250621100011353,0,Small,"red,violet",89430
20250621100011354,6,Big,red,70156
20250621100011355,0,Small,"red,violet",80220
20250621100011356,5,Big,"green,violet",13445
20250621100011357,8,Big,red,2558
20250621100011358,8,Big,red,93068
20250621100011359,5,Big,"green,violet",44775
20250621100011360,3,Small,green,98493
20250621100011361,7,Big,green,23977
20250621100011362,8,Big,red,67178
20250621100011363,7,Big,green,91737
20250621100011364,8,Big,red,62518
20250621100011365,3,Small,green,96963
20250621100011366,4,Small,red,8764
20250621100011367,6,Big,red,12816
20250621100011368,1,Small,green,29771
20250621100011369,2,Small,red,18732
20250621100011370,5,Big,"green,violet",26515
20250621100011371,1,Small,green,4461
20250621100011372,7,Big,green,33577
20250621100011373,6,Big,red,98736
20250621100011374,6,Big,red,81196
20250621100011375,9,Big,green,8309
20250621100011376,2,Small,red,26032
20250621100011377,9,Big,green,62909
20250621100011378,1,Small,green,13671
20250621100011379,4,Small,red,16434
20250621100011380,5,Big,"green,violet",24645
20250621100011381,7,Big,green,83077
20250621100011382,9,Big,green,28059
20250621100011383,2,Small,red,91912
20250621100011384,4,Small,red,40784
20250621100011385,0,Small,"red,violet",96900
20250621100011386,0,Small,"red,violet",91620
20250621100011387,0,Small,"red,violet",7360
20250621100011388,4,Small,red,58844
20250621100011389,2,Small,red,63502
20250621100011390,2,Small,red,47542
20250621100011391,8,Big,red,58818
20250621100011392,2,Small,red,11232
20250621100011393,5,Big,"green,violet",37735
20250621100011394,1,Small,green,4801
20250621100011395,1,Small,green,92131
20250621100011396,0,Small,"red,violet",63180
20250621100011397,8,Big,red,78028
20250621100011398,1,Small,green,60951
20250621100011399,1,Small,green,26971
20250621100011400,2,Small,red,45232
20250621100011401,6,Big,red,69996
20250621100011402,7,Big,green,62207
20250621100011403,4,Small,red,83704
20250621100011404,7,Big,green,88357
20250621100011405,6,Big,red,31516
20250621100011406,2,Small,red,16082
20250621100011407,9,Big,green,71179
20250621100011408,7,Big,green,3967
20250621100011409,9,Big,green,30459
20250621100011410,2,Small,red,62792
20250621100011411,0,Small,"red,violet",8440
20250621100011412,6,Big,red,27556
20250621100011413,7,Big,green,32817
20250621100011414,4,Small,red,97224
20250621100011415,4,Small,red,2084
20250621100011416,6,Big,red,54336
20250621100011417,8,Big,red,54268
20250621100011418,6,Big,red,46156
20250621100011419,7,Big,green,61687
20250621100011420,3,Small,green,79683
20250621100011421,2,Small,red,84732
20250621100011422,6,Big,red,30976
20250621100011423,0,Small,"red,violet",46520
20250621100011424,2,Small,red,8132
20250621100011425,9,Big,green,50739
20250621100011426,5,Big,"green,violet",37395
20250621100011427,5,Big,"green,violet",87355
20250621100011428,6,Big,red,87946
20250621100011429,5,Big,"green,violet",63365
20250621100011430,1,Small,green,50311
20250621100011431,3,Small,green,863
20250621100011432,7,Big,green,63147
20250621100011433,8,Big,red,72878
20250621100011434,3,Small,green,56783
20250621100011435,9,Big,green,87219
20250621100011436,4,Small,red,58844
20250621100011437,7,Big,green,15567
20250621100011438,9,Big,green,66419
20250621100011439,2,Small,red,97352
20250621100011440,8,Big,red,55268
20250622100010001,0,Small,"red,violet",66750
20250622100010002,6,Big,red,96626
20250622100010003,6,Big,red,23586
20250622100010004,4,Small,red,38744
20250622100010005,4,Small,red,67804
20250622100010006,8,Big,red,71728
20250622100010007,5,Big,"green,violet",41355
20250622100010008,8,Big,red,68198
20250622100010009,2,Small,red,56362
20250622100010010,6,Big,red,32386
20250622100010011,7,Big,green,93577
20250622100010012,9,Big,green,5029
20250622100010013,2,Small,red,10312
20250622100010014,3,Small,green,29093
20250622100010015,5,Big,"green,violet",33235
20250622100010016,3,Small,green,22753
20250622100010017,1,Small,green,72901
20250622100010018,5,Big,"green,violet",40815
20250622100010019,2,Small,red,65662
20250622100010020,9,Big,green,14349
20250622100010021,0,Small,"red,violet",78790
20250622100010022,7,Big,green,33427
20250622100010023,7,Big,green,16037
20250622100010024,5,Big,"green,violet",72385
20250622100010025,7,Big,green,54007
20250622100010026,7,Big,green,20637
20250622100010027,6,Big,red,16056
20250622100010028,8,Big,red,50288
20250622100010029,1,Small,green,88291
20250622100010030,1,Small,green,78391
20250622100010031,1,Small,green,15271
20250622100010032,0,Small,"red,violet",9590
20250622100010033,9,Big,green,99439
20250622100010034,1,Small,green,85431
20250622100010035,9,Big,green,61869
20250622100010036,9,Big,green,7209
20250622100010037,9,Big,green,64959
20250622100010038,6,Big,red,50206
20250622100010039,5,Big,"green,violet",76335
20250622100010040,9,Big,green,73079
20250622100010041,1,Small,green,34761
20250622100010042,0,Small,"red,violet",62750
20250622100010043,8,Big,red,57468
20250622100010044,8,Big,red,10608
20250622100010045,8,Big,red,66318
20250622100010046,0,Small,"red,violet",6460
20250622100010047,3,Small,green,76913
20250622100010048,3,Small,green,7003
20250622100010049,4,Small,red,69314
20250622100010050,0,Small,"red,violet",94290
20250622100010051,2,Small,red,94792
20250622100010052,1,Small,green,73981
20250622100010053,3,Small,green,77483
20250622100010054,6,Big,red,52386
20250622100010055,2,Small,red,24392
20250622100010056,0,Small,"red,violet",36770
20250622100010057,0,Small,"red,violet",29590
20250622100010058,8,Big,red,96838
20250622100010059,4,Small,red,17344
20250622100010060,5,Big,"green,violet",85855
20250622100010061,2,Small,red,87482
20250622100010062,3,Small,green,17033
20250622100010063,9,Big,green,80929
20250622100010064,4,Small,red,17954
20250622100010065,7,Big,green,63987
20250622100010066,4,Small,red,10744
20250622100010067,4,Small,red,69674
20250622100010068,4,Small,red,83204
20250622100010069,0,Small,"red,violet",64350
20250622100010070,3,Small,green,61253
20250622100010071,5,Big,"green,violet",97175
20250622100010072,8,Big,red,54118
20250622100010073,6,Big,red,67286
20250622100010074,9,Big,green,78149
20250622100010075,8,Big,red,51188
20250622100010076,9,Big,green,72469
20250622100010077,0,Small,"red,violet",86930
20250622100010078,1,Small,green,17421
20250622100010079,8,Big,red,55128
20250622100010080,8,Big,red,58558
20250622100010081,9,Big,green,59689
20250622100010082,9,Big,green,20869
20250622100010083,3,Small,green,49423
20250622100010084,0,Small,"red,violet",46650
20250622100010085,5,Big,"green,violet",95775
20250622100010086,2,Small,red,52692
20250622100010087,3,Small,green,22743
20250622100010088,1,Small,green,85631
20250622100010089,6,Big,red,95046
20250622100010090,9,Big,green,18589
20250622100010091,8,Big,red,26898
20250622100010092,6,Big,red,50716
20250622100010093,9,Big,green,58389
20250622100010094,3,Small,green,59413
20250622100010095,8,Big,red,34578
20250622100010096,7,Big,green,32637
20250622100010097,2,Small,red,76602
20250622100010098,9,Big,green,46149
20250622100010099,9,Big,green,95999
20250622100010100,4,Small,red,6244
20250622100010101,1,Small,green,78931
20250622100010102,6,Big,red,76286
20250622100010103,6,Big,red,77796
20250622100010104,3,Small,green,65603
20250622100010105,6,Big,red,40826
20250622100010106,0,Small,"red,violet",9050
20250622100010107,4,Small,red,81104
20250622100010108,5,Big,"green,violet",93625
20250622100010109,7,Big,green,14217
20250622100010110,1,Small,green,9661
20250622100010111,4,Small,red,21994
20250622100010112,4,Small,red,17654
20250622100010113,6,Big,red,26496
20250622100010114,7,Big,green,15707
20250622100010115,3,Small,green,15343
20250622100010116,1,Small,green,98511
20250622100010117,6,Big,red,97896
20250622100010118,6,Big,red,24466
20250622100010119,8,Big,red,70538
20250622100010120,4,Small,red,81264
20250622100010121,3,Small,green,40923
20250622100010122,0,Small,"red,violet",77320
20250622100010123,3,Small,green,30443
20250622100010124,9,Big,green,79149
20250622100010125,2,Small,red,74292
20250622100010126,9,Big,green,2199
20250622100010127,3,Small,green,38753
20250622100010128,2,Small,red,83152
20250622100010129,8,Big,red,5998
20250622100010130,4,Small,red,33084
20250622100010131,1,Small,green,38681
20250622100010132,2,Small,red,43772
20250622100010133,2,Small,red,4372
20250622100010134,0,Small,"red,violet",67670
20250622100010135,1,Small,green,4561
20250622100010136,5,Big,"green,violet",915
20250622100010137,9,Big,green,28319
20250622100010138,5,Big,"green,violet",86585
20250622100010139,2,Small,red,94132
20250622100010140,4,Small,red,45464
20250622100010141,8,Big,red,96278
20250622100010142,5,Big,"green,violet",95565
20250622100010143,1,Small,green,30291
20250622100010144,3,Small,green,3943
20250622100010145,6,Big,red,94316
20250622100010146,0,Small,"red,violet",45430
20250622100010147,6,Big,red,93806
20250622100010148,4,Small,red,63814
20250622100010149,7,Big,green,80157
20250622100010150,6,Big,red,76636
20250622100010151,1,Small,green,41581
20250622100010152,0,Small,"red,violet",98520
20250622100010153,5,Big,"green,violet",94035
20250622100010154,1,Small,green,62751
20250622100010155,3,Small,green,71333
20250622100010156,1,Small,green,4061
20250622100010157,5,Big,"green,violet",11135
20250622100010158,4,Small,red,86304
20250622100010159,3,Small,green,14393
20250622100010160,3,Small,green,42873
20250622100010161,6,Big,red,84396
20250622100010162,0,Small,"red,violet",19030
20250622100010163,7,Big,green,32357
20250622100010164,7,Big,green,64677
20250622100010165,6,Big,red,86836
20250622100010166,8,Big,red,72768
20250622100010167,7,Big,green,66957
20250622100010168,3,Small,green,89893
20250622100010169,1,Small,green,31831
20250622100010170,1,Small,green,22901
20250622100010171,8,Big,red,87888
20250622100010172,1,Small,green,84591
20250622100010173,3,Small,green,8673
20250622100010174,7,Big,green,79797
20250622100010175,5,Big,"green,violet",10585
20250622100010176,9,Big,green,77549
20250622100010177,9,Big,green,67269
20250622100010178,9,Big,green,75909
20250622100010179,8,Big,red,66348
20250622100010180,8,Big,red,37108
20250622100010181,3,Small,green,69623
20250622100010182,4,Small,red,68914
20250622100010183,8,Big,red,35158
20250622100010184,0,Small,"red,violet",37570
20250622100010185,3,Small,green,74503
20250622100010186,2,Small,red,19142
20250622100010187,9,Big,green,72339
20250622100010188,0,Small,"red,violet",75330
20250622100010189,4,Small,red,33564
20250622100010190,2,Small,red,57432
20250622100010191,6,Big,red,70616
20250622100010192,2,Small,red,69412
20250622100010193,7,Big,green,47247
20250622100010194,4,Small,red,40404
20250622100010195,2,Small,red,96722
20250622100010196,0,Small,"red,violet",46310
20250622100010197,8,Big,red,9268
20250622100010198,0,Small,"red,violet",66360
20250622100010199,4,Small,red,11754
20250622100010200,1,Small,green,39611
20250622100010201,8,Big,red,72688
20250622100010202,5,Big,"green,violet",49595
20250622100010203,5,Big,"green,violet",685
20250622100010204,8,Big,red,89488
20250622100010205,6,Big,red,33096
20250622100010206,7,Big,green,62477
20250622100010207,3,Small,green,16193
20250622100010208,2,Small,red,91722
20250622100010209,9,Big,green,91019
20250622100010210,8,Big,red,60348
20250622100010211,1,Small,green,79531
